County,Brand,Data,Total
AR, SUBARU,6,326
AG, SUBARU,5,326
BC, SUBARU,2,326
BH, SUBARU,1,326
BN, SUBARU,2,326
BT, SUBARU,1,326
BR, SUBARU,0,326
BV, SUBARU,10,326
B, SUBARU,19,326
BZ, SUBARU,0,326
CL, SUBARU,0,326
CS, SUBARU,1,326
CJ, SUBARU,3,326
CT, SUBARU,2,326
CV, SUBARU,1,326
DB, SUBARU,0,326
DJ, SUBARU,2,326
GL, SUBARU,2,326
GR, SUBARU,1,326
GJ, SUBARU,1,326
HR, SUBARU,7,326
HD, SUBARU,3,326
IL, SUBARU,0,326
IS, SUBARU,1,326
IF, SUBARU,4,326
MM, SUBARU,6,326
MH, SUBARU,0,326
MS, SUBARU,6,326
NT, SUBARU,4,326
OT, SUBARU,0,326
PH, SUBARU,3,326
SJ, SUBARU,6,326
SM, SUBARU,1,326
SB, SUBARU,6,326
SV, SUBARU,5,326
TR, SUBARU,0,326
TM, SUBARU,4,326
TL, SUBARU,2,326
VS, SUBARU,1,326
VL, SUBARU,1,326
VN, SUBARU,0,326
AB, SUDA,0,925
AR, SUDA,0,925
AG, SUDA,0,925
BC, SUDA,0,925
BH, SUDA,0,925
BN, SUDA,0,925
BT, SUDA,0,925
BR, SUDA,0,925
BV, SUDA,0,925
B, SUDA,0,925
BZ, SUDA,0,925
CL, SUDA,0,925
CS, SUDA,0,925
CJ, SUDA,0,925
CT, SUDA,0,925
CV, SUDA,0,925
DB, SUDA,0,925
DJ, SUDA,0,925
GL, SUDA,0,925
GR, SUDA,0,925
GJ, SUDA,0,925
HR, SUDA,0,925
HD, SUDA,0,925
IL, SUDA,0,925
IS, SUDA,0,925
IF, SUDA,1,925
MM, SUDA,0,925
MH, SUDA,0,925
MS, SUDA,0,925
NT, SUDA,0,925
OT, SUDA,0,925
PH, SUDA,0,925
SJ, SUDA,0,925
SM, SUDA,0,925
SB, SUDA,0,925
SV, SUDA,0,925
TR, SUDA,0,925
TM, SUDA,0,925
TL, SUDA,0,925
VS, SUDA,0,925
VL, SUDA,0,925
VN, SUDA,0,925
AB, SUZUKI,65,2
AR, SUZUKI,28,2
AG, SUZUKI,47,2
BC, SUZUKI,21,2
BH, SUZUKI,52,2
BN, SUZUKI,42,2
BT, SUZUKI,15,2
BR, SUZUKI,13,2
BV, SUZUKI,49,2
B, SUZUKI,170,2
BZ, SUZUKI,23,2
CL, SUZUKI,12,2
CS, SUZUKI,15,2
CJ, SUZUKI,69,2
CT, SUZUKI,35,2
CV, SUZUKI,30,2
DB, SUZUKI,21,2
DJ, SUZUKI,23,2
GL, SUZUKI,11,2
GR, SUZUKI,10,2
GJ, SUZUKI,40,2
HR, SUZUKI,67,2
HD, SUZUKI,53,2
IL, SUZUKI,7,2
IS, SUZUKI,38,2
IF, SUZUKI,42,2
MM, SUZUKI,55,2
MH, SUZUKI,8,2
MS, SUZUKI,36,2
NT, SUZUKI,25,2
OT, SUZUKI,5,2
PH, SUZUKI,45,2
SJ, SUZUKI,28,2
SM, SUZUKI,17,2
SB, SUZUKI,32,2
SV, SUZUKI,30,2
TR, SUZUKI,5,2
TM, SUZUKI,32,2
TL, SUZUKI,7,2
VS, SUZUKI,16,2
VL, SUZUKI,29,2
VN, SUZUKI,15,2
AB, T0YOTA,0,297
AR, T0YOTA,0,297
AG, T0YOTA,0,297
BC, T0YOTA,0,297
BH, T0YOTA,0,297
BN, T0YOTA,0,297
BT, T0YOTA,0,297
BR, T0YOTA,0,297
BV, T0YOTA,0,297
B, T0YOTA,2,297
BZ, T0YOTA,0,297
CL, T0YOTA,0,297
CS, T0YOTA,0,297
CJ, T0YOTA,0,297
CT, T0YOTA,0,297
CV, T0YOTA,0,297
DB, T0YOTA,0,297
DJ, T0YOTA,0,297
GL, T0YOTA,0,297
GR, T0YOTA,0,297
GJ, T0YOTA,1,297
HR, T0YOTA,0,297
HD, T0YOTA,0,297
IL, T0YOTA,0,297
IS, T0YOTA,0,297
IF, T0YOTA,0,297
MM, T0YOTA,0,297
MH, T0YOTA,0,297
MS, T0YOTA,0,297
NT, T0YOTA,1,297
OT, T0YOTA,0,297
PH, T0YOTA,0,297
SJ, T0YOTA,1,297
SM, T0YOTA,0,297
SB, T0YOTA,1,297
SV, T0YOTA,0,297
TR, T0YOTA,0,297
TM, T0YOTA,0,297
TL, T0YOTA,0,297
VS, T0YOTA,0,297
VL, T0YOTA,1,297
VN, T0YOTA,1,297
AB, TATA,0,3
AR, TATA,0,3
AG, TATA,0,3
BC, TATA,0,3
BH, TATA,0,3
BN, TATA,0,3
BT, TATA,0,3
BR, TATA,0,3
BV, TATA,0,3
B, TATA,0,3
BZ, TATA,0,3
CL, TATA,0,3
CS, TATA,1,3
CJ, TATA,0,3
CT, TATA,0,3
CV, TATA,0,3
DB, TATA,0,3
DJ, TATA,0,3
GL, TATA,0,3
GR, TATA,0,3
GJ, TATA,0,3
HR, TATA,1,3
HD, TATA,0,3
IL, TATA,0,3
IS, TATA,0,3
IF, TATA,0,3
MM, TATA,0,3
MH, TATA,0,3
MS, TATA,0,3
NT, TATA,0,3
OT, TATA,0,3
PH, TATA,0,3
SJ, TATA,0,3
SM, TATA,0,3
SB, TATA,0,3
SV, TATA,0,3
TR, TATA,0,3
TM, TATA,0,3
TL, TATA,0,3
VS, TATA,0,3
VL, TATA,0,3
VN, TATA,0,3
AB, TESLA,1,15
AR, TESLA,1,15
AG, TESLA,2,15
BC, TESLA,0,15
BH, TESLA,4,15
BN, TESLA,0,15
BT, TESLA,0,15
BR, TESLA,0,15
BV, TESLA,4,15
B, TESLA,59,15
BZ, TESLA,1,15
CL, TESLA,0,15
CS, TESLA,0,15
CJ, TESLA,9,15
CT, TESLA,4,15
CV, TESLA,0,15
DB, TESLA,0,15
DJ, TESLA,0,15
GL, TESLA,0,15
GR, TESLA,1,15
GJ, TESLA,0,15
HR, TESLA,0,15
HD, TESLA,2,15
IL, TESLA,0,15
IS, TESLA,3,15
IF, TESLA,7,15
MM, TESLA,1,15
MH, TESLA,0,15
MS, TESLA,1,15
NT, TESLA,0,15
OT, TESLA,0,15
PH, TESLA,6,15
SJ, TESLA,0,15
SM, TESLA,1,15
SB, TESLA,4,15
SV, TESLA,0,15
TR, TESLA,0,15
TM, TESLA,2,15
TL, TESLA,0,15
VS, TESLA,1,15
VL, TESLA,1,15
VN, TESLA,1,15
AB, TOYOTA,26,1
AR, TOYOTA,20,1
AG, TOYOTA,48,1
BC, TOYOTA,39,1
BH, TOYOTA,55,1
BN, TOYOTA,22,1
BT, TOYOTA,21,1
BR, TOYOTA,14,1
BV, TOYOTA,86,1
B, TOYOTA,667,1
BZ, TOYOTA,21,1
CL, TOYOTA,12,1
CS, TOYOTA,9,1
CJ, TOYOTA,80,1
CT, TOYOTA,65,1
CV, TOYOTA,11,1
DB, TOYOTA,13,1
DJ, TOYOTA,37,1
GL, TOYOTA,27,1
GR, TOYOTA,14,1
GJ, TOYOTA,12,1
HR, TOYOTA,45,1
HD, TOYOTA,17,1
IL, TOYOTA,7,1
IS, TOYOTA,94,1
IF, TOYOTA,60,1
MM, TOYOTA,40,1
MH, TOYOTA,4,1
MS, TOYOTA,47,1
NT, TOYOTA,42,1
OT, TOYOTA,15,1
PH, TOYOTA,60,1
SJ, TOYOTA,31,1
SM, TOYOTA,14,1
SB, TOYOTA,34,1
SV, TOYOTA,55,1
TR, TOYOTA,10,1
TM, TOYOTA,59,1
TL, TOYOTA,5,1
VS, TOYOTA,26,1
VL, TOYOTA,21,1
VN, TOYOTA,26,1
AB, TRABANT,0,1
AR, TRABANT,0,1
AG, TRABANT,1,1
BC, TRABANT,0,1
BH, TRABANT,1,1
BN, TRABANT,0,1
BT, TRABANT,0,1
BR, TRABANT,0,1
BV, TRABANT,0,1
B, TRABANT,0,1
BZ, TRABANT,1,1
CL, TRABANT,0,1
CS, TRABANT,0,1
CJ, TRABANT,0,1
CT, TRABANT,0,1
CV, TRABANT,0,1
DB, TRABANT,0,1
DJ, TRABANT,0,1
GL, TRABANT,0,1
GR, TRABANT,0,1
GJ, TRABANT,0,1
HR, TRABANT,0,1
HD, TRABANT,0,1
IL, TRABANT,0,1
IS, TRABANT,0,1
IF, TRABANT,1,1
MM, TRABANT,0,1
MH, TRABANT,0,1
MS, TRABANT,0,1
NT, TRABANT,0,1
OT, TRABANT,0,1
PH, TRABANT,0,1
SJ, TRABANT,0,1
SM, TRABANT,1,1
SB, TRABANT,0,1
SV, TRABANT,2,1
TR, TRABANT,0,1
TM, TRABANT,0,1
TL, TRABANT,0,1
VS, TRABANT,0,1
VL, TRABANT,0,1
VN, TRABANT,0,1
AB, VAUXHALL,0,6866
AR, VAUXHALL,0,6866
AG, VAUXHALL,0,6866
BC, VAUXHALL,1,6866
BH, VAUXHALL,0,6866
BN, VAUXHALL,0,6866
BT, VAUXHALL,0,6866
BR, VAUXHALL,0,6866
BV, VAUXHALL,0,6866
B, VAUXHALL,1,6866
BZ, VAUXHALL,0,6866
CL, VAUXHALL,0,6866
CS, VAUXHALL,0,6866
CJ, VAUXHALL,0,6866
CT, VAUXHALL,0,6866
CV, VAUXHALL,0,6866
DB, VAUXHALL,2,6866
DJ, VAUXHALL,1,6866
GL, VAUXHALL,0,6866
GR, VAUXHALL,0,6866
GJ, VAUXHALL,0,6866
HR, VAUXHALL,0,6866
HD, VAUXHALL,0,6866
IL, VAUXHALL,1,6866
IS, VAUXHALL,0,6866
IF, VAUXHALL,0,6866
MM, VAUXHALL,1,6866
MH, VAUXHALL,0,6866
MS, VAUXHALL,1,6866
NT, VAUXHALL,0,6866
OT, VAUXHALL,1,6866
PH, VAUXHALL,0,6866
SJ, VAUXHALL,0,6866
SM, VAUXHALL,0,6866
SB, VAUXHALL,0,6866
SV, VAUXHALL,2,6866
TR, VAUXHALL,1,6866
TM, VAUXHALL,0,6866
TL, VAUXHALL,0,6866
VS, VAUXHALL,1,6866
VL, VAUXHALL,2,6866
VN, VAUXHALL,0,6866
AB, VOLKSWAGEN,339,1
AR, VOLKSWAGEN,438,1
AG, VOLKSWAGEN,452,1
BC, VOLKSWAGEN,449,1
BH, VOLKSWAGEN,660,1
BN, VOLKSWAGEN,300,1
BT, VOLKSWAGEN,408,1
BR, VOLKSWAGEN,206,1
BV, VOLKSWAGEN,404,1
B, VOLKSWAGEN,1460,1
BZ, VOLKSWAGEN,206,1
CL, VOLKSWAGEN,117,1
CS, VOLKSWAGEN,242,1
CJ, VOLKSWAGEN,499,1
CT, VOLKSWAGEN,641,1
CV, VOLKSWAGEN,138,1
DB, VOLKSWAGEN,366,1
DJ, VOLKSWAGEN,401,1
GL, VOLKSWAGEN,398,1
GR, VOLKSWAGEN,164,1
GJ, VOLKSWAGEN,306,1
HR, VOLKSWAGEN,257,1
HD, VOLKSWAGEN,272,1
IL, VOLKSWAGEN,210,1
IS, VOLKSWAGEN,561,1
IF, VOLKSWAGEN,378,1
MM, VOLKSWAGEN,400,1
MH, VOLKSWAGEN,233,1
MS, VOLKSWAGEN,491,1
NT, VOLKSWAGEN,412,1
OT, VOLKSWAGEN,288,1
PH, VOLKSWAGEN,531,1
SJ, VOLKSWAGEN,392,1
SM, VOLKSWAGEN,295,1
SB, VOLKSWAGEN,375,1
SV, VOLKSWAGEN,702,1
TR, VOLKSWAGEN,209,1
TM, VOLKSWAGEN,496,1
TL, VOLKSWAGEN,159,1
VS, VOLKSWAGEN,345,1
VL, VOLKSWAGEN,367,1
VN, VOLKSWAGEN,293,1
AB, VOLVO,20,11
AR, VOLVO,27,11
AG, VOLVO,17,11
BC, VOLVO,32,11
BH, VOLVO,40,11
BN, VOLVO,17,11
BT, VOLVO,25,11
BR, VOLVO,9,11
BV, VOLVO,38,11
B, VOLVO,226,11
BZ, VOLVO,9,11
CL, VOLVO,6,11
CS, VOLVO,7,11
CJ, VOLVO,59,11
CT, VOLVO,38,11
CV, VOLVO,11,11
DB, VOLVO,19,11
DJ, VOLVO,21,11
GL, VOLVO,31,11
GR, VOLVO,3,11
GJ, VOLVO,11,11
HR, VOLVO,20,11
HD, VOLVO,28,11
IL, VOLVO,5,11
IS, VOLVO,45,11
IF, VOLVO,34,11
MM, VOLVO,36,11
MH, VOLVO,8,11
MS, VOLVO,21,11
NT, VOLVO,28,11
OT, VOLVO,8,11
PH, VOLVO,34,11
SJ, VOLVO,20,11
SM, VOLVO,12,11
SB, VOLVO,20,11
SV, VOLVO,57,11
TR, VOLVO,13,11
TM, VOLVO,37,11
TL, VOLVO,4,11
VS, VOLVO,6,11
VL, VOLVO,19,11
VN, VOLVO,14,11
