County,Brand,Data,Total
MH, DS,0,16
MS, DS,0,16
NT, DS,0,16
OT, DS,0,16
PH, DS,0,16
SJ, DS,0,16
SM, DS,0,16
SB, DS,0,16
SV, DS,0,16
TR, DS,0,16
TM, DS,2,16
TL, DS,0,16
VS, DS,0,16
VL, DS,0,16
VN, DS,0,16
AB, FENDT,0,1
AR, FENDT,0,1
AG, FENDT,0,1
BC, FENDT,0,1
BH, FENDT,0,1
BN, FENDT,0,1
BT, FENDT,0,1
BR, FENDT,0,1
BV, FENDT,0,1
B, FENDT,0,1
BZ, FENDT,0,1
CL, FENDT,0,1
CS, FENDT,0,1
CJ, FENDT,0,1
CT, FENDT,0,1
CV, FENDT,0,1
DB, FENDT,0,1
DJ, FENDT,0,1
GL, FENDT,0,1
GR, FENDT,0,1
GJ, FENDT,0,1
HR, FENDT,0,1
HD, FENDT,0,1
IL, FENDT,0,1
IS, FENDT,0,1
IF, FENDT,0,1
MM, FENDT,0,1
MH, FENDT,0,1
MS, FENDT,0,1
NT, FENDT,0,1
OT, FENDT,0,1
PH, FENDT,1,1
SJ, FENDT,0,1
SM, FENDT,0,1
SB, FENDT,0,1
SV, FENDT,0,1
TR, FENDT,0,1
TM, FENDT,0,1
TL, FENDT,0,1
VS, FENDT,0,1
VL, FENDT,0,1
VN, FENDT,0,1
AB, FERRARI,0,5
AR, FERRARI,0,5
AG, FERRARI,0,5
BC, FERRARI,0,5
BH, FERRARI,0,5
BN, FERRARI,0,5
BT, FERRARI,0,5
BR, FERRARI,0,5
BV, FERRARI,0,5
B, FERRARI,2,5
BZ, FERRARI,0,5
CL, FERRARI,0,5
CS, FERRARI,0,5
CJ, FERRARI,0,5
CT, FERRARI,0,5
CV, FERRARI,0,5
DB, FERRARI,0,5
DJ, FERRARI,0,5
GL, FERRARI,0,5
GR, FERRARI,0,5
GJ, FERRARI,1,5
HR, FERRARI,0,5
HD, FERRARI,0,5
IL, FERRARI,0,5
IS, FERRARI,0,5
IF, FERRARI,0,5
MM, FERRARI,0,5
MH, FERRARI,0,5
MS, FERRARI,0,5
NT, FERRARI,0,5
OT, FERRARI,0,5
PH, FERRARI,1,5
SJ, FERRARI,0,5
SM, FERRARI,0,5
SB, FERRARI,0,5
SV, FERRARI,0,5
TR, FERRARI,0,5
TM, FERRARI,1,5
TL, FERRARI,0,5
VS, FERRARI,0,5
VL, FERRARI,0,5
VN, FERRARI,0,5
AB, FIAT,19,998
AR, FIAT,21,998
AG, FIAT,21,998
BC, FIAT,25,998
BH, FIAT,35,998
BN, FIAT,6,998
BT, FIAT,11,998
BR, FIAT,10,998
BV, FIAT,33,998
B, FIAT,141,998
BZ, FIAT,11,998
CL, FIAT,13,998
CS, FIAT,19,998
CJ, FIAT,109,998
CT, FIAT,24,998
CV, FIAT,5,998
DB, FIAT,22,998
DJ, FIAT,20,998
GL, FIAT,25,998
GR, FIAT,15,998
GJ, FIAT,13,998
HR, FIAT,12,998
HD, FIAT,19,998
IL, FIAT,12,998
IS, FIAT,27,998
IF, FIAT,19,998
MM, FIAT,23,998
MH, FIAT,12,998
MS, FIAT,16,998
NT, FIAT,26,998
OT, FIAT,13,998
PH, FIAT,35,998
SJ, FIAT,15,998
SM, FIAT,15,998
SB, FIAT,16,998
SV, FIAT,26,998
TR, FIAT,10,998
TM, FIAT,40,998
TL, FIAT,6,998
VS, FIAT,19,998
VL, FIAT,24,998
VN, FIAT,23,998
AB, FORD,89,5781
AR, FORD,138,5781
AG, FORD,104,5781
BC, FORD,166,5781
BH, FORD,220,5781
BN, FORD,96,5781
BT, FORD,71,5781
BR, FORD,98,5781
BV, FORD,120,5781
B, FORD,1009,5781
BZ, FORD,87,5781
CL, FORD,60,5781
CS, FORD,81,5781
CJ, FORD,306,5781
CT, FORD,163,5781
CV, FORD,43,5781
DB, FORD,120,5781
DJ, FORD,165,5781
GL, FORD,115,5781
GR, FORD,62,5781
GJ, FORD,96,5781
HR, FORD,74,5781
HD, FORD,117,5781
IL, FORD,51,5781
IS, FORD,185,5781
IF, FORD,180,5781
MM, FORD,158,5781
MH, FORD,58,5781
MS, FORD,133,5781
NT, FORD,102,5781
OT, FORD,100,5781
PH, FORD,235,5781
SJ, FORD,100,5781
SM, FORD,106,5781
SB, FORD,103,5781
SV, FORD,126,5781
TR, FORD,71,5781
TM, FORD,178,5781
TL, FORD,41,5781
VS, FORD,73,5781
VL, FORD,124,5781
VN, FORD,93,5781
AB, GWM,0,2
AR, GWM,0,2
AG, GWM,0,2
BC, GWM,0,2
BH, GWM,0,2
BN, GWM,0,2
BT, GWM,0,2
BR, GWM,0,2
BV, GWM,0,2
B, GWM,0,2
BZ, GWM,0,2
CL, GWM,0,2
CS, GWM,0,2
CJ, GWM,0,2
CT, GWM,1,2
CV, GWM,0,2
DB, GWM,0,2
DJ, GWM,0,2
GL, GWM,0,2
GR, GWM,0,2
GJ, GWM,0,2
HR, GWM,1,2
HD, GWM,0,2
IL, GWM,0,2
IS, GWM,0,2
IF, GWM,0,2
MM, GWM,0,2
MH, GWM,0,2
MS, GWM,0,2
NT, GWM,0,2
OT, GWM,0,2
PH, GWM,0,2
SJ, GWM,0,2
SM, GWM,0,2
SB, GWM,0,2
SV, GWM,0,2
TR, GWM,0,2
TM, GWM,0,2
TL, GWM,0,2
VS, GWM,0,2
VL, GWM,0,2
VN, GWM,0,2
AB, HONDA,2,465
AR, HONDA,11,465
AG, HONDA,11,465
BC, HONDA,6,465
BH, HONDA,8,465
BN, HONDA,4,465
BT, HONDA,4,465
BR, HONDA,6,465
BV, HONDA,18,465
B, HONDA,138,465
BZ, HONDA,5,465
CL, HONDA,4,465
CS, HONDA,3,465
CJ, HONDA,10,465
CT, HONDA,20,465
CV, HONDA,5,465
DB, HONDA,9,465
DJ, HONDA,8,465
GL, HONDA,12,465
GR, HONDA,4,465
GJ, HONDA,6,465
HR, HONDA,8,465
HD, HONDA,8,465
IL, HONDA,3,465
IS, HONDA,17,465
IF, HONDA,24,465
MM, HONDA,5,465
MH, HONDA,1,465
MS, HONDA,6,465
NT, HONDA,9,465
OT, HONDA,4,465
PH, HONDA,17,465
SJ, HONDA,6,465
SM, HONDA,3,465
SB, HONDA,9,465
SV, HONDA,12,465
TR, HONDA,4,465
TM, HONDA,20,465
TL, HONDA,5,465
VS, HONDA,6,465
VL, HONDA,1,465
VN, HONDA,7,465
AB, HUMMER,0,2
AR, HUMMER,0,2
AG, HUMMER,0,2
BC, HUMMER,0,2
BH, HUMMER,0,2
BN, HUMMER,0,2
BT, HUMMER,0,2
BR, HUMMER,0,2
BV, HUMMER,0,2
B, HUMMER,0,2
BZ, HUMMER,0,2
CL, HUMMER,0,2
CS, HUMMER,0,2
CJ, HUMMER,0,2
CT, HUMMER,0,2
CV, HUMMER,0,2
DB, HUMMER,0,2
DJ, HUMMER,0,2
GL, HUMMER,0,2
GR, HUMMER,0,2
GJ, HUMMER,0,2
HR, HUMMER,0,2
HD, HUMMER,0,2
IL, HUMMER,0,2
IS, HUMMER,0,2
IF, HUMMER,0,2
MM, HUMMER,0,2
MH, HUMMER,0,2
MS, HUMMER,1,2
NT, HUMMER,0,2
OT, HUMMER,0,2
PH, HUMMER,0,2
SJ, HUMMER,0,2
SM, HUMMER,1,2
SB, HUMMER,0,2
SV, HUMMER,0,2
TR, HUMMER,0,2
TM, HUMMER,0,2
TL, HUMMER,0,2
VS, HUMMER,0,2
VL, HUMMER,0,2
VN, HUMMER,0,2
AB, HYUNDAI,27,1838
AR, HYUNDAI,36,1838
AG, HYUNDAI,26,1838
BC, HYUNDAI,48,1838
BH, HYUNDAI,54,1838
BN, HYUNDAI,13,1838
BT, HYUNDAI,24,1838
BR, HYUNDAI,22,1838
BV, HYUNDAI,62,1838
B, HYUNDAI,422,1838
BZ, HYUNDAI,31,1838
CL, HYUNDAI,19,1838
CS, HYUNDAI,16,1838
CJ, HYUNDAI,73,1838
CT, HYUNDAI,76,1838
CV, HYUNDAI,17,1838
DB, HYUNDAI,41,1838
DJ, HYUNDAI,35,1838
GL, HYUNDAI,41,1838
GR, HYUNDAI,29,1838
GJ, HYUNDAI,20,1838
HR, HYUNDAI,32,1838
HD, HYUNDAI,30,1838
IL, HYUNDAI,20,1838
IS, HYUNDAI,68,1838
IF, HYUNDAI,85,1838
MM, HYUNDAI,40,1838
MH, HYUNDAI,12,1838
MS, HYUNDAI,45,1838
NT, HYUNDAI,30,1838
OT, HYUNDAI,23,1838
PH, HYUNDAI,62,1838
SJ, HYUNDAI,39,1838
SM, HYUNDAI,12,1838
SB, HYUNDAI,56,1838
SV, HYUNDAI,38,1838
TR, HYUNDAI,10,1838
TM, HYUNDAI,58,1838
TL, HYUNDAI,16,1838
VS, HYUNDAI,21,1838
VL, HYUNDAI,17,1838
VN, HYUNDAI,21,1838
AB, HYUNDAY,0,1
AR, HYUNDAY,0,1
AG, HYUNDAY,0,1
BC, HYUNDAY,1,1
BH, HYUNDAY,0,1
BN, HYUNDAY,0,1
BT, HYUNDAY,0,1
BR, HYUNDAY,0,1
BV, HYUNDAY,0,1
B, HYUNDAY,0,1
BZ, HYUNDAY,0,1
CL, HYUNDAY,0,1
CS, HYUNDAY,0,1
CJ, HYUNDAY,0,1
CT, HYUNDAY,0,1
CV, HYUNDAY,0,1
DB, HYUNDAY,0,1
DJ, HYUNDAY,0,1
GL, HYUNDAY,0,1
GR, HYUNDAY,0,1
GJ, HYUNDAY,0,1
HR, HYUNDAY,0,1
HD, HYUNDAY,0,1
IL, HYUNDAY,0,1
IS, HYUNDAY,0,1
IF, HYUNDAY,0,1
MM, HYUNDAY,0,1
MH, HYUNDAY,0,1
MS, HYUNDAY,0,1
NT, HYUNDAY,0,1
OT, HYUNDAY,0,1
PH, HYUNDAY,0,1
SJ, HYUNDAY,0,1
SM, HYUNDAY,0,1
SB, HYUNDAY,0,1
SV, HYUNDAY,0,1
TR, HYUNDAY,0,1
TM, HYUNDAY,0,1
TL, HYUNDAY,0,1
VS, HYUNDAY,0,1
VL, HYUNDAY,0,1
VN, HYUNDAY,0,1
AB, IMS,0,1
AR, IMS,1,1
AG, IMS,0,1
BC, IMS,0,1
BH, IMS,0,1
BN, IMS,0,1
BT, IMS,0,1
BR, IMS,0,1
BV, IMS,0,1
B, IMS,0,1
BZ, IMS,0,1
CL, IMS,0,1
CS, IMS,0,1
CJ, IMS,0,1
CT, IMS,0,1
CV, IMS,0,1
DB, IMS,0,1
DJ, IMS,0,1
GL, IMS,0,1
GR, IMS,0,1
GJ, IMS,0,1
HR, IMS,0,1
HD, IMS,0,1
IL, IMS,0,1
IS, IMS,0,1
IF, IMS,0,1
MM, IMS,0,1
MH, IMS,0,1
MS, IMS,0,1
NT, IMS,0,1
OT, IMS,0,1
PH, IMS,0,1
SJ, IMS,0,1
SM, IMS,0,1
SB, IMS,0,1
SV, IMS,0,1
TR, IMS,0,1
TM, IMS,0,1
TL, IMS,0,1
VS, IMS,0,1
VL, IMS,0,1
VN, IMS,0,1
AB, INFINITI,0,23
AR, INFINITI,0,23
AG, INFINITI,0,23
BC, INFINITI,0,23
BH, INFINITI,0,23
BN, INFINITI,0,23
BT, INFINITI,0,23
BR, INFINITI,1,23
BV, INFINITI,2,23
B, INFINITI,6,23
BZ, INFINITI,0,23
CL, INFINITI,0,23
CS, INFINITI,0,23
CJ, INFINITI,1,23
CT, INFINITI,1,23
CV, INFINITI,1,23
DB, INFINITI,0,23
DJ, INFINITI,0,23
GL, INFINITI,0,23
GR, INFINITI,1,23
GJ, INFINITI,0,23
HR, INFINITI,1,23
HD, INFINITI,1,23
IL, INFINITI,0,23
IS, INFINITI,0,23
IF, INFINITI,1,23
MM, INFINITI,0,23
MH, INFINITI,0,23
MS, INFINITI,1,23
NT, INFINITI,0,23
OT, INFINITI,0,23
PH, INFINITI,1,23
SJ, INFINITI,0,23
SM, INFINITI,0,23
SB, INFINITI,0,23
SV, INFINITI,0,23
TR, INFINITI,0,23
TM, INFINITI,2,23
TL, INFINITI,2,23
VS, INFINITI,0,23
VL, INFINITI,0,23
VN, INFINITI,1,23
AB, ISUZU,1,2
AR, ISUZU,0,2
AG, ISUZU,0,2
BC, ISUZU,1,2
BH, ISUZU,0,2
BN, ISUZU,0,2
BT, ISUZU,0,2
BR, ISUZU,0,2
BV, ISUZU,0,2
B, ISUZU,0,2
BZ, ISUZU,0,2
CL, ISUZU,0,2
CS, ISUZU,0,2
CJ, ISUZU,0,2
CT, ISUZU,0,2
CV, ISUZU,0,2
DB, ISUZU,0,2
DJ, ISUZU,0,2
GL, ISUZU,0,2
GR, ISUZU,0,2
GJ, ISUZU,0,2
HR, ISUZU,0,2
HD, ISUZU,0,2
IL, ISUZU,0,2
IS, ISUZU,0,2
IF, ISUZU,0,2
MM, ISUZU,0,2
MH, ISUZU,0,2
MS, ISUZU,0,2
NT, ISUZU,0,2
OT, ISUZU,0,2
PH, ISUZU,0,2
SJ, ISUZU,0,2
SM, ISUZU,0,2
SB, ISUZU,0,2
SV, ISUZU,0,2
TR, ISUZU,0,2
TM, ISUZU,0,2
TL, ISUZU,0,2
VS, ISUZU,0,2
VL, ISUZU,0,2
VN, ISUZU,0,2
AB, IVECO,0,5
AR, IVECO,0,5
AG, IVECO,1,5
BC, IVECO,0,5
BH, IVECO,0,5
BN, IVECO,0,5
BT, IVECO,0,5
BR, IVECO,0,5
BV, IVECO,0,5
B, IVECO,0,5
BZ, IVECO,0,5
CL, IVECO,0,5
CS, IVECO,0,5
CJ, IVECO,0,5
CT, IVECO,1,5
CV, IVECO,0,5
DB, IVECO,1,5
DJ, IVECO,0,5
GL, IVECO,0,5
GR, IVECO,0,5
GJ, IVECO,0,5
HR, IVECO,0,5
HD, IVECO,0,5
IL, IVECO,0,5
IS, IVECO,0,5
IF, IVECO,1,5
MM, IVECO,0,5
MH, IVECO,0,5
MS, IVECO,0,5
NT, IVECO,1,5
OT, IVECO,0,5
PH, IVECO,0,5
SJ, IVECO,0,5
SM, IVECO,0,5
SB, IVECO,0,5
SV, IVECO,0,5
TR, IVECO,0,5
TM, IVECO,0,5
TL, IVECO,0,5
VS, IVECO,0,5
VL, IVECO,0,5
VN, IVECO,0,5
AB, JAGUAR,1,119
AR, JAGUAR,5,119
AG, JAGUAR,4,119
BC, JAGUAR,2,119
BH, JAGUAR,6,119
BN, JAGUAR,1,119
BT, JAGUAR,0,119
BR, JAGUAR,1,119
BV, JAGUAR,6,119
B, JAGUAR,22,119
BZ, JAGUAR,1,119
CL, JAGUAR,0,119
CS, JAGUAR,1,119
CJ, JAGUAR,1,119
CT, JAGUAR,10,119
CV, JAGUAR,1,119
DB, JAGUAR,0,119
DJ, JAGUAR,4,119
GL, JAGUAR,3,119
GR, JAGUAR,3,119
GJ, JAGUAR,1,119
HR, JAGUAR,1,119
HD, JAGUAR,2,119
IL, JAGUAR,0,119
IS, JAGUAR,3,119
IF, JAGUAR,6,119
MM, JAGUAR,2,119
MH, JAGUAR,3,119
MS, JAGUAR,0,119
NT, JAGUAR,1,119
OT, JAGUAR,0,119
PH, JAGUAR,5,119
SJ, JAGUAR,5,119
SM, JAGUAR,2,119
SB, JAGUAR,5,119
SV, JAGUAR,6,119
TR, JAGUAR,0,119
TM, JAGUAR,1,119
TL, JAGUAR,0,119
VS, JAGUAR,2,119
VL, JAGUAR,3,119
VN, JAGUAR,2,119
AB, JEEP,6,326
AR, JEEP,8,326
AG, JEEP,4,326
BC, JEEP,10,326
BH, JEEP,10,326
BN, JEEP,12,326
BT, JEEP,4,326
BR, JEEP,3,326
BV, JEEP,5,326
B, JEEP,51,326
BZ, JEEP,5,326
CL, JEEP,1,326
CS, JEEP,3,326
CJ, JEEP,64,326
CT, JEEP,9,326
CV, JEEP,5,326
DB, JEEP,2,326
DJ, JEEP,7,326
GL, JEEP,3,326
GR, JEEP,1,326
GJ, JEEP,4,326
HR, JEEP,9,326
HD, JEEP,9,326
IL, JEEP,1,326
IS, JEEP,2,326
IF, JEEP,9,326
MM, JEEP,17,326
MH, JEEP,1,326
MS, JEEP,5,326
NT, JEEP,4,326
OT, JEEP,1,326
PH, JEEP,10,326
SJ, JEEP,8,326
SM, JEEP,0,326
SB, JEEP,8,326
SV, JEEP,8,326
TR, JEEP,7,326
TM, JEEP,6,326
TL, JEEP,1,326
VS, JEEP,2,326
VL, JEEP,4,326
VN, JEEP,2,326
AB, KIA,12,925
AR, KIA,22,925
AG, KIA,32,925
BC, KIA,26,925
BH, KIA,30,925
BN, KIA,10,925
BT, KIA,10,925
BR, KIA,12,925
BV, KIA,30,925
B, KIA,228,925
BZ, KIA,12,925
CL, KIA,8,925
CS, KIA,9,925
CJ, KIA,29,925
CT, KIA,26,925
CV, KIA,7,925
DB, KIA,16,925
DJ, KIA,18,925
GL, KIA,17,925
GR, KIA,11,925
GJ, KIA,15,925
HR, KIA,10,925
HD, KIA,17,925
IL, KIA,4,925
IS, KIA,28,925
IF, KIA,43,925
MM, KIA,21,925
MH, KIA,10,925
MS, KIA,14,925
NT, KIA,16,925
OT, KIA,13,925
PH, KIA,31,925
SJ, KIA,14,925
SM, KIA,14,925
SB, KIA,16,925
SV, KIA,18,925
TR, KIA,4,925
TM, KIA,31,925
TL, KIA,5,925
VS, KIA,13,925
VL, KIA,15,925
VN, KIA,9,925
AB, KRONE,0,2
AR, KRONE,0,2
AG, KRONE,0,2
BC, KRONE,0,2
BH, KRONE,0,2
BN, KRONE,0,2
BT, KRONE,0,2
BR, KRONE,0,2
BV, KRONE,0,2
B, KRONE,0,2
BZ, KRONE,0,2
CL, KRONE,0,2
CS, KRONE,0,2
CJ, KRONE,0,2
CT, KRONE,0,2
CV, KRONE,0,2
DB, KRONE,1,2
DJ, KRONE,0,2
GL, KRONE,0,2
GR, KRONE,0,2
GJ, KRONE,0,2
HR, KRONE,0,2
HD, KRONE,0,2
IL, KRONE,0,2
IS, KRONE,0,2
IF, KRONE,0,2
MM, KRONE,1,2
MH, KRONE,0,2
MS, KRONE,0,2
NT, KRONE,0,2
OT, KRONE,0,2
PH, KRONE,0,2
SJ, KRONE,0,2
SM, KRONE,0,2
SB, KRONE,0,2
SV, KRONE,0,2
TR, KRONE,0,2
TM, KRONE,0,2
TL, KRONE,0,2
VS, KRONE,0,2
VL, KRONE,0,2
VN, KRONE,0,2
AB, LADA,1,297
AR, LADA,1,297
AG, LADA,0,297
BC, LADA,0,297
BH, LADA,3,297
BN, LADA,1,297
BT, LADA,0,297
BR, LADA,0,297
BV, LADA,1,297
B, LADA,1,297
BZ, LADA,0,297
CL, LADA,0,297
CS, LADA,0,297
CJ, LADA,4,297
CT, LADA,0,297
CV, LADA,0,297
DB, LADA,0,297
DJ, LADA,0,297
GL, LADA,0,297
GR, LADA,0,297
GJ, LADA,1,297
HR, LADA,2,297
HD, LADA,0,297
IL, LADA,0,297
IS, LADA,0,297
IF, LADA,0,297
MM, LADA,0,297
MH, LADA,0,297
MS, LADA,1,297
NT, LADA,0,297
OT, LADA,0,297
PH, LADA,0,297
SJ, LADA,0,297
SM, LADA,2,297
SB, LADA,0,297
SV, LADA,0,297
TR, LADA,0,297
TM, LADA,0,297
TL, LADA,0,297
VS, LADA,0,297
VL, LADA,0,297
VN, LADA,0,297
AB, LADA-VAZ,0,3
AR, LADA-VAZ,0,3
AG, LADA-VAZ,0,3
BC, LADA-VAZ,0,3
BH, LADA-VAZ,0,3
BN, LADA-VAZ,0,3
BT, LADA-VAZ,0,3
BR, LADA-VAZ,0,3
BV, LADA-VAZ,1,3
B, LADA-VAZ,0,3
BZ, LADA-VAZ,0,3
CL, LADA-VAZ,0,3
CS, LADA-VAZ,0,3
CJ, LADA-VAZ,1,3
CT, LADA-VAZ,0,3
CV, LADA-VAZ,0,3
DB, LADA-VAZ,0,3
DJ, LADA-VAZ,0,3
GL, LADA-VAZ,0,3
GR, LADA-VAZ,0,3
GJ, LADA-VAZ,0,3
HR, LADA-VAZ,1,3
HD, LADA-VAZ,0,3
IL, LADA-VAZ,0,3
IS, LADA-VAZ,0,3
IF, LADA-VAZ,0,3
MM, LADA-VAZ,0,3
MH, LADA-VAZ,1,3
MS, LADA-VAZ,0,3
NT, LADA-VAZ,0,3
OT, LADA-VAZ,0,3
PH, LADA-VAZ,0,3
SJ, LADA-VAZ,0,3
SM, LADA-VAZ,0,3
SB, LADA-VAZ,0,3
SV, LADA-VAZ,0,3
TR, LADA-VAZ,0,3
TM, LADA-VAZ,0,3
TL, LADA-VAZ,0,3
VS, LADA-VAZ,0,3
VL, LADA-VAZ,2,3
VN, LADA-VAZ,0,3
AB, LAMBORGHINI,0,15
AR, LAMBORGHINI,0,15
AG, LAMBORGHINI,0,15
BC, LAMBORGHINI,0,15
BH, LAMBORGHINI,1,15
BN, LAMBORGHINI,0,15
BT, LAMBORGHINI,0,15
BR, LAMBORGHINI,0,15
BV, LAMBORGHINI,2,15
B, LAMBORGHINI,1,15
BZ, LAMBORGHINI,0,15
CL, LAMBORGHINI,0,15
CS, LAMBORGHINI,0,15
CJ, LAMBORGHINI,0,15
CT, LAMBORGHINI,0,15
CV, LAMBORGHINI,0,15
DB, LAMBORGHINI,1,15
DJ, LAMBORGHINI,0,15
GL, LAMBORGHINI,0,15
GR, LAMBORGHINI,0,15
GJ, LAMBORGHINI,0,15
HR, LAMBORGHINI,0,15
HD, LAMBORGHINI,0,15
IL, LAMBORGHINI,0,15
IS, LAMBORGHINI,0,15
IF, LAMBORGHINI,1,15
MM, LAMBORGHINI,0,15
MH, LAMBORGHINI,0,15
MS, LAMBORGHINI,0,15
NT, LAMBORGHINI,0,15
OT, LAMBORGHINI,0,15
PH, LAMBORGHINI,0,15
SJ, LAMBORGHINI,0,15
SM, LAMBORGHINI,3,15
SB, LAMBORGHINI,0,15
SV, LAMBORGHINI,0,15
TR, LAMBORGHINI,0,15
TM, LAMBORGHINI,0,15
TL, LAMBORGHINI,0,15
VS, LAMBORGHINI,0,15
VL, LAMBORGHINI,0,15
VN, LAMBORGHINI,0,15
AB, LANCIA,0,1
AR, LANCIA,2,1
AG, LANCIA,2,1
BC, LANCIA,2,1
BH, LANCIA,2,1
BN, LANCIA,0,1
BT, LANCIA,2,1
BR, LANCIA,1,1
BV, LANCIA,2,1
B, LANCIA,10,1
BZ, LANCIA,1,1
CL, LANCIA,0,1
CS, LANCIA,0,1
CJ, LANCIA,2,1
CT, LANCIA,0,1
CV, LANCIA,0,1
DB, LANCIA,0,1
DJ, LANCIA,3,1
GL, LANCIA,3,1
GR, LANCIA,0,1
GJ, LANCIA,1,1
HR, LANCIA,0,1
HD, LANCIA,1,1
IL, LANCIA,0,1
IS, LANCIA,1,1
IF, LANCIA,2,1
MM, LANCIA,0,1
MH, LANCIA,0,1
MS, LANCIA,1,1
NT, LANCIA,4,1
OT, LANCIA,2,1
PH, LANCIA,0,1
SJ, LANCIA,1,1
SM, LANCIA,0,1
SB, LANCIA,1,1
SV, LANCIA,2,1
TR, LANCIA,1,1
TM, LANCIA,4,1
TL, LANCIA,1,1
VS, LANCIA,3,1
VL, LANCIA,1,1
VN, LANCIA,2,1
AB, LAND_ROVER,15,1
AR, LAND_ROVER,15,1
AG, LAND_ROVER,19,1
BC, LAND_ROVER,19,1
BH, LAND_ROVER,16,1
BN, LAND_ROVER,9,1
BT, LAND_ROVER,12,1
BR, LAND_ROVER,8,1
BV, LAND_ROVER,25,1
B, LAND_ROVER,128,1
BZ, LAND_ROVER,9,1
CL, LAND_ROVER,4,1
CS, LAND_ROVER,3,1
CJ, LAND_ROVER,32,1
CT, LAND_ROVER,33,1
CV, LAND_ROVER,2,1
DB, LAND_ROVER,8,1
DJ, LAND_ROVER,29,1
GL, LAND_ROVER,14,1
GR, LAND_ROVER,7,1
GJ, LAND_ROVER,15,1
HR, LAND_ROVER,12,1
HD, LAND_ROVER,11,1
IL, LAND_ROVER,10,1
IS, LAND_ROVER,25,1
IF, LAND_ROVER,24,1
MM, LAND_ROVER,33,1
MH, LAND_ROVER,6,1
MS, LAND_ROVER,16,1
NT, LAND_ROVER,7,1
OT, LAND_ROVER,14,1
PH, LAND_ROVER,18,1
SJ, LAND_ROVER,10,1
SM, LAND_ROVER,15,1
SB, LAND_ROVER,10,1
SV, LAND_ROVER,28,1
TR, LAND_ROVER,14,1
TM, LAND_ROVER,23,1
TL, LAND_ROVER,6,1
VS, LAND_ROVER,8,1
VL, LAND_ROVER,16,1
VN, LAND_ROVER,7,1
AB, LEXUS,0,6866
AR, LEXUS,1,6866
AG, LEXUS,2,6866
BC, LEXUS,5,6866
BH, LEXUS,5,6866
BN, LEXUS,1,6866
BT, LEXUS,2,6866
BR, LEXUS,2,6866
BV, LEXUS,6,6866
B, LEXUS,40,6866
BZ, LEXUS,0,6866
CL, LEXUS,0,6866
CS, LEXUS,0,6866
CJ, LEXUS,3,6866
CT, LEXUS,5,6866
CV, LEXUS,1,6866
DB, LEXUS,3,6866
DJ, LEXUS,2,6866
GL, LEXUS,5,6866
GR, LEXUS,2,6866
GJ, LEXUS,2,6866
HR, LEXUS,3,6866
HD, LEXUS,0,6866
IL, LEXUS,0,6866
IS, LEXUS,5,6866
IF, LEXUS,3,6866
MM, LEXUS,2,6866
MH, LEXUS,0,6866
MS, LEXUS,4,6866
NT, LEXUS,7,6866
OT, LEXUS,2,6866
PH, LEXUS,6,6866
SJ, LEXUS,7,6866
SM, LEXUS,1,6866
SB, LEXUS,7,6866
SV, LEXUS,3,6866
TR, LEXUS,0,6866
TM, LEXUS,6,6866
TL, LEXUS,1,6866
VS, LEXUS,2,6866
VL, LEXUS,0,6866
VN, LEXUS,1,6866
AB, LINCOLN,0,1
AR, LINCOLN,0,1
AG, LINCOLN,0,1
BC, LINCOLN,0,1
BH, LINCOLN,0,1
BN, LINCOLN,0,1
BT, LINCOLN,0,1
BR, LINCOLN,0,1
BV, LINCOLN,0,1
B, LINCOLN,0,1
BZ, LINCOLN,0,1
CL, LINCOLN,0,1
CS, LINCOLN,0,1
CJ, LINCOLN,0,1
CT, LINCOLN,0,1
CV, LINCOLN,0,1
DB, LINCOLN,0,1
DJ, LINCOLN,0,1
GL, LINCOLN,0,1
GR, LINCOLN,0,1
GJ, LINCOLN,0,1
HR, LINCOLN,0,1
HD, LINCOLN,0,1
IL, LINCOLN,0,1
IS, LINCOLN,0,1
IF, LINCOLN,0,1
MM, LINCOLN,0,1
MH, LINCOLN,0,1
MS, LINCOLN,0,1
NT, LINCOLN,0,1
OT, LINCOLN,0,1
PH, LINCOLN,1,1
SJ, LINCOLN,0,1
SM, LINCOLN,0,1
SB, LINCOLN,0,1
SV, LINCOLN,0,1
TR, LINCOLN,0,1
TM, LINCOLN,0,1
TL, LINCOLN,0,1
VS, LINCOLN,0,1
VL, LINCOLN,0,1
VN, LINCOLN,0,1
AB, MARUTI,0,11
AR, MARUTI,0,11
AG, MARUTI,0,11
BC, MARUTI,0,11
BH, MARUTI,0,11
BN, MARUTI,0,11
BT, MARUTI,0,11
BR, MARUTI,0,11
BV, MARUTI,0,11
B, MARUTI,0,11
BZ, MARUTI,0,11
CL, MARUTI,0,11
CS, MARUTI,0,11
CJ, MARUTI,0,11
CT, MARUTI,1,11
CV, MARUTI,0,11
DB, MARUTI,0,11
DJ, MARUTI,0,11
GL, MARUTI,0,11
GR, MARUTI,0,11
GJ, MARUTI,0,11
HR, MARUTI,0,11
HD, MARUTI,0,11
IL, MARUTI,0,11
IS, MARUTI,0,11
IF, MARUTI,0,11
MM, MARUTI,0,11
MH, MARUTI,0,11
MS, MARUTI,0,11
NT, MARUTI,0,11
OT, MARUTI,0,11
PH, MARUTI,0,11
SJ, MARUTI,0,11
SM, MARUTI,0,11
SB, MARUTI,0,11
SV, MARUTI,0,11
TR, MARUTI,0,11
TM, MARUTI,0,11
